energy,valence,tempo,danceability,acousticness,instrumentalness,track_name,track_artist,mood
0.886,0.192,145.781,0.202,0.0286,0.0,The Ghost of You,My Chemical Romance,Energetic
0.928,0.882,95.594,0.579,0.000715,0.0,First Date,blink-182,Happy
0.842,0.574,162.011,0.494,0.00579,0.0,"Sugar, We're Goin Down",Fall Out Boy,Happy
0.961,0.449,114.451,0.621,0.00523,0.0,"Dance, Dance",Fall Out Boy,Energetic
0.959,0.83,193.144,0.409,0.000324,0.0,The Rock Show,blink-182,Happy
0.827,0.45,167.086,0.29,0.000659,2.55e-06,Holiday / Boulevard of Broken Dreams,Green Day,Energetic
0.775,0.383,136.02,0.52,0.034,0.0,Adam's Song,blink-182,Energetic
0.965,0.431,112.363,0.403,3.81e-05,0.000276,King For A Day,"Pierce The Veil, Kellin Quinn",Energetic
0.925,0.338,159.989,0.472,0.000394,0.000528,Bulls In The Bronx,Pierce The Veil,Energetic
0.422,0.487,112.751,0.756,0.0165,0.00183,Sacrifice,Elton John,Sad
0.214,0.11,67.531,0.332,0.845,5.62e-06,I Will Always Love You,Whitney Houston,Sad
0.498,0.111,116.262,0.581,0.198,0.0,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,Sad
0.428,0.53,149.705,0.641,0.0666,0.0,End Of The Road,Boyz II Men,Neutral
0.519,0.247,140.054,0.546,0.36,0.00046,The Power of Love,Céline Dion,Energetic
0.652,0.722,80.61,0.52,0.339,6.14e-05,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,Happy
0.402,0.258,119.873,0.651,0.639,7.73e-05,You Are Not Alone,Michael Jackson,Sad
0.317,0.247,131.783,0.509,0.621,5.28e-05,Stuck On You,Lionel Richie,Sad
0.381,0.33,121.948,0.476,0.727,0.0,Killing Me Softly With His Song,Roberta Flack,Sad
0.264,0.264,99.304,0.636,0.593,4.22e-05,Saving All My Love for You,Whitney Houston,Sad
0.249,0.213,82.803,0.418,0.841,0.661,Only Time,Enya,Sad
0.74,0.501,118.01,0.593,0.364,2.14e-05,Apologize,OneRepublic,Happy
0.64,0.452,101.991,0.691,0.0247,5.24e-06,I'm Alive,Céline Dion,Energetic
0.533,0.224,131.745,0.584,0.684,0.0,Kiss from a Rose,Seal,Energetic
0.65,0.668,129.993,0.727,0.662,0.0,Mad,Ne-Yo,Happy
0.588,0.617,94.519,0.686,0.178,0.0,Let Me Love You,Mario,Happy
0.72,0.472,79.983,0.508,0.272,0.0,Halo,Beyoncé,Energetic
0.612,0.57,86.768,0.536,0.119,0.0,Yo (Excuse Me Miss),Chris Brown,Happy
0.438,0.287,87.903,0.384,0.753,0.0,It's All Coming Back to Me Now,Céline Dion,Sad
0.467,0.177,119.919,0.615,0.314,0.0,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,Sad
0.825,0.268,94.931,0.56,0.323,0.0,A Thousand Miles,Vanessa Carlton,Energetic
0.602,0.744,94.382,0.805,0.119,0.000122,Sexual Healing,Marvin Gaye,Happy
0.512,0.193,128.019,0.634,0.114,3.91e-06,All My Life,K-Ci & JoJo,Energetic
0.479,0.454,81.998,0.675,0.633,1.76e-05,You're Beautiful,James Blunt,Sad
0.678,0.734,138.009,0.713,0.273,0.0,Say My Name,Destiny's Child,Happy
0.859,0.535,65.043,0.728,0.0401,0.0,Baby,"Justin Bieber, Ludacris",Happy
0.629,0.726,93.985,0.657,0.194,0.0,U Remind Me,USHER,Happy
0.467,0.702,138.007,0.845,0.0586,0.0,Confessions Part II,USHER,Neutral
0.621,0.399,140.036,0.583,0.00972,0.00106,Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",Energetic
0.68,0.728,132.012,0.727,0.0101,0.0,Down,"Jay Sean, Lil Wayne",Happy
0.925,0.641,86.989,0.749,0.241,0.0,Love The Way You Lie,"Eminem, Rihanna",Happy
0.73,0.731,93.867,0.637,0.322,0.0,Hate That I Love You,"Rihanna, Ne-Yo",Happy
0.932,0.33,129.473,0.522,0.119,0.0,No Love,"Eminem, Lil Wayne",Energetic
0.622,0.401,74.267,0.328,0.858,0.0,Mirror,"Lil Wayne, Bruno Mars",Energetic
0.422,0.468,74.375,0.692,0.0811,0.0,Baby Can I Hold You,Tracy Chapman,Sad
0.549,0.167,90.04,0.644,0.0209,8.85e-06,No One,Alicia Keys,Energetic
0.479,0.708,184.374,0.656,0.0665,0.00272,So Into You,Tamia,Neutral
0.768,0.507,80.063,0.78,0.0371,2.34e-06,Stan,"Eminem, Dido",Happy
0.656,0.225,104.036,0.638,0.188,0.0,Bleeding Love,Leona Lewis,Energetic
0.476,0.767,139.987,0.84,0.0264,0.0,We Belong Together,Mariah Carey,Neutral
0.614,0.345,136.628,0.553,0.764,0.0,Nothing's Gonna Change My Love for You,George Benson,Energetic
0.596,0.754,93.135,0.569,0.452,7.92e-05,When I See U,Fantasia,Happy
0.565,0.365,101.967,0.78,0.736,0.00269,Another Day in Paradise - 2016 Remaster,Phil Collins,Energetic
0.306,0.605,118.068,0.65,0.57,7.07e-06,Stand By Me,Ben E. King,Neutral
0.661,0.769,130.009,0.762,0.15,0.0,Beautiful Girls,Sean Kingston,Happy
0.606,0.886,97.785,0.596,0.181,0.000327,Sweet Home Alabama,Lynyrd Skynyrd,Happy
0.834,0.337,118.222,0.249,0.0742,9.69e-05,Free Bird,Lynyrd Skynyrd,Energetic
0.752,0.404,120.47,0.422,0.0366,0.000119,Simple Man,Lynyrd Skynyrd,Energetic
0.247,0.258,140.232,0.467,0.906,0.0157,S P E Y S I D E,Bon Iver,Sad
0.5,0.801,117.896,0.664,0.799,0.0,Stick Season,Noah Kahan,Neutral
0.638,0.178,144.458,0.486,0.000921,0.0,Silver Lining,Mt. Joy,Energetic
0.122,0.0735,148.658,0.264,0.885,0.349,To Build A Home,"The Cinematic Orchestra, Patrick Watson",Sad
0.485,0.547,95.968,0.753,0.345,0.00104,My Home,Myles Smith,Neutral
0.561,0.231,115.011,0.598,0.611,0.0417,Stubborn Love,The Lumineers,Energetic
0.324,0.388,141.8,0.733,0.479,0.0,Thinking 'Bout Love,Wild Rivers,Sad
0.22,0.197,129.9,0.702,0.698,0.0,i am not who i was,Chance Peña,Sad
0.467,0.377,157.338,0.413,0.732,0.0111,THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,Sad
0.378,0.207,120.133,0.662,0.475,6.84e-06,Orange Juice,Noah Kahan,Sad
0.216,0.504,79.109,0.555,0.557,0.00416,Evergreen,Richy Mitch & The Coal Miners,Neutral
0.291,0.51,83.943,0.388,0.774,1.93e-05,anything,Adrianne Lenker,Neutral
0.363,0.259,121.412,0.531,0.749,0.0,Work Song,Hozier,Sad
0.187,0.212,132.679,0.303,0.989,0.499,Je te laisserai des mots,Patrick Watson,Sad
0.551,0.443,148.035,0.527,0.384,2.75e-06,Scared To Start,Michael Marcagi,Energetic
0.186,0.468,110.044,0.6,0.909,0.00102,Big Black Car,Gregory Alan Isakov,Sad
0.439,0.365,122.877,0.586,0.715,0.0,Solo,Myles Smith,Sad
0.417,0.649,87.003,0.654,0.446,0.0,Turn out fine,Henrik,Neutral
0.731,0.484,101.654,0.483,0.436,0.0,Riptide,Vance Joy,Energetic
0.731,0.376,94.009,0.656,0.575,0.00111,Good To Be,Mark Ambor,Energetic
0.624,0.413,170.076,0.505,0.0253,1.06e-05,Homesick,Noah Kahan,Energetic
0.452,0.102,108.953,0.413,0.588,0.0413,The Mountain Is You,Chance Peña,Sad
0.864,0.706,99.995,0.637,0.484,0.0,Saturday Sun,Vance Joy,Happy
0.413,0.273,94.938,0.494,0.682,6.72e-05,Sailor Song,Gigi Perez,Sad
0.331,0.559,95.015,0.611,0.93,0.000276,Down by the Water,Ocie Elliott,Neutral
0.312,0.789,128.094,0.681,0.816,0.000619,Walkin’ Back to Georgia,Jim Croce,Neutral
0.316,0.452,127.823,0.625,0.777,0.238,The Devil Wears a Suit and Tie,Colter Wall,Sad
0.399,0.832,171.402,0.537,0.202,0.0546,Heart of Gold,Neil Young,Neutral
0.533,0.814,130.398,0.687,0.573,6.43e-05,Operator (That's Not the Way It Feels),Jim Croce,Happy
0.507,0.831,123.188,0.653,0.687,0.0147,A Horse with No Name,"America, George Martin",Happy
0.331,0.559,95.015,0.611,0.93,0.000276,Down by the Water,Ocie Elliott,Neutral
0.309,0.473,82.789,0.583,0.824,0.207,Sleeping on the Blacktop,Colter Wall,Sad
0.748,0.829,119.965,0.868,0.29,3.93e-06,White Brown Black,"Avvy Sra, Karan Aujla, Jaani",Happy
0.611,0.417,100.024,0.854,0.223,0.0,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",Energetic
0.128,0.124,109.986,0.522,0.894,0.026,Can We Kiss Forever?,"Kina, Adriana Proenza",Sad
0.235,0.0895,118.917,0.498,0.72,0.0,Get You The Moon (feat. Snøw),"Kina, Snøw",Sad
0.00362,0.0885,69.677,0.235,0.995,0.79,Behind Every Decision,Yehezkel Raz,Sad
0.618,0.32,126.031,0.853,0.633,0.89,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",Energetic
0.518,0.37,126.089,0.875,0.0638,0.00995,Stumblin' In,CYRIL,Energetic
0.791,0.585,122.085,0.571,0.0494,0.0,For Life (feat. Nile Rodgers),"Kygo, Zak Abel, Nile Rodgers",Happy
0.717,0.466,121.985,0.793,0.0927,3.6e-05,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",Energetic
0.942,0.038,120.0,0.762,0.586,0.764,Hold Me,Lavern,Energetic
0.777,0.589,108.005,0.58,0.104,0.0,Whatever,"Kygo, Ava Max",Happy
0.836,0.288,113.998,0.729,0.156,3.27e-05,Riptide,TWOPILOTS,Energetic
0.518,0.37,126.089,0.875,0.0638,0.00995,Stumblin' In,CYRIL,Energetic
0.787,0.31,119.996,0.704,0.00926,0.00538,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",Energetic
0.618,0.32,126.031,0.853,0.633,0.89,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",Energetic
0.856,0.743,127.949,0.596,0.0211,0.0178,Summer,Calvin Harris,Happy
0.869,0.726,126.027,0.874,0.00116,0.00238,Give It To Me - Full Vocal Mix,Matt Sassari,Happy
0.729,0.246,127.028,0.88,0.334,0.0113,I Only Smoke When I Drink,nimino,Energetic
0.86,0.618,128.004,0.755,0.0144,7.47e-06,It's Not Right But It's Okay,Mr. Belt & Wezol,Happy
0.813,0.355,125.91,0.513,0.28,0.0,Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",Energetic
0.797,0.422,121.985,0.845,0.0582,5.57e-06,Belly Dancer,"Imanbek, BYOR",Energetic
0.777,0.589,108.005,0.58,0.104,0.0,Whatever,"Kygo, Ava Max",Happy
0.818,0.886,125.952,0.687,0.0112,0.0,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",Happy
0.69,0.692,125.004,0.847,0.0127,6e-05,Ferrari,"James Hype, Miggy Dela Rosa",Happy
0.896,0.403,101.216,0.67,0.0342,3.21e-05,Thunder,"Gabry Ponte, LUM!X, Prezioso",Energetic
0.876,0.964,129.998,0.671,0.12,0.188,(It Goes Like) Nanana - Edit,Peggy Gou,Happy
0.722,0.466,121.964,0.587,0.000754,0.668,Baianá,Bakermat,Energetic
0.886,0.778,120.032,0.655,0.066,0.0,Supernova Love,"IVE, David Guetta",Happy
0.655,0.39,129.89,0.558,0.208,0.0,Forever Young,"David Guetta, Alphaville, Ava Max",Energetic
0.637,0.0509,120.033,0.847,0.201,0.201,Mwaki,"Zerb, Sofiya Nzau",Energetic
0.793,0.411,87.024,0.545,0.191,0.00281,Alibi (feat. Rudimental),"Ella Henderson, Rudimental",Energetic
0.647,0.257,117.737,0.581,0.0778,0.0502,Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",Energetic
0.785,0.779,123.96,0.621,0.0165,5.92e-06,21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",Happy
0.841,0.865,129.973,0.714,0.0622,0.366,K.O.,"LAVINIA, Ely Oaks",Happy
0.821,0.249,125.051,0.848,0.0169,0.000403,Move Your Body,"Öwnboss, Sevek",Energetic
0.855,0.302,75.031,0.605,0.473,0.000709,Around The World,"Niklas Dee, René Miller",Energetic
0.782,0.502,127.034,0.763,0.182,7.08e-06,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",Happy
0.821,0.439,140.039,0.777,0.14,0.0042,Good Love,"Hannah Laing, RoRo",Energetic
0.594,0.83,129.995,0.853,0.052,0.134,Never Walk Alone,"BLOND:ISH, Stevie Appleton",Happy
0.867,0.684,124.015,0.747,0.582,0.00413,adore u,"Fred again.., Obongjayar",Happy
0.606,0.314,123.006,0.567,0.0801,0.0,Hold On Me,"Kygo, Sandro Cavazza",Energetic
0.937,0.666,123.993,0.651,0.236,0.0975,Makeba - Ian Asher Remix,"Jain, Ian Asher",Happy
0.888,0.412,123.031,0.671,0.0022,0.0106,Tantalizing,"Tiësto, Soaky Siren",Energetic
0.714,0.409,127.993,0.634,0.00882,0.0025,World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",Energetic
0.897,0.582,124.025,0.689,0.145,4.6e-06,Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",Happy
0.863,0.805,130.02,0.652,0.0921,0.0,Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",Happy
0.688,0.214,127.938,0.608,0.0554,0.00736,Love Is The Only Thing,Lost Frequencies,Energetic
0.951,0.4,74.973,0.772,0.0634,0.000738,2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",Energetic
0.88,0.523,130.085,0.588,0.0243,6.89e-05,Deep In Your Love,"Alok, Bebe Rexha",Happy
0.831,0.673,126.056,0.785,0.0038,0.0105,Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",Happy
0.8,0.925,119.984,0.724,0.0103,9.38e-05,Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",Happy
0.392,0.26,75.066,0.599,0.378,0.000107,You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",Sad
0.802,0.343,100.001,0.713,0.0435,0.00377,Roses,"The Chainsmokers, ROZES",Energetic
0.953,0.422,141.99,0.631,0.0241,0.0155,Alone,Marshmello,Energetic
0.942,0.038,120.0,0.762,0.586,0.764,Hold Me,Lavern,Energetic
0.432,0.765,81.109,0.695,0.312,0.0,El Listón De Tu Pelo,Los Ángeles Azules,Neutral
0.483,0.774,90.941,0.738,0.467,0.0,17 Años,Los Ángeles Azules,Neutral
0.538,0.805,80.096,0.72,0.348,0.0,Piensa En Mí,Grupo Mojado,Happy
0.712,0.692,91.98,0.848,0.221,0.0,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",Happy
0.681,0.762,99.998,0.725,0.318,0.0,Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",Happy
0.519,0.804,100.025,0.763,0.22,6.42e-06,PELIGROSA,FloyyMenor,Happy
0.616,0.25,104.008,0.773,0.0565,4.24e-05,SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",Energetic
0.854,0.522,117.994,0.786,0.169,2.39e-05,ADIVINO,"Myke Towers, Bad Bunny",Happy
0.578,0.757,167.985,0.724,0.632,1.06e-06,REINA,"Mora, SAIKO",Happy
0.778,0.345,96.057,0.911,0.0887,2.16e-05,PERRO NEGRO,"Bad Bunny, Feid",Energetic
0.645,0.528,119.935,0.801,0.604,0.0,HIBIKI,"Bad Bunny, Mora",Happy
0.621,0.13,139.056,0.787,0.15,0.000402,MONACO,Bad Bunny,Energetic
0.724,0.396,94.601,0.847,0.0869,1.11e-06,FINA,"Bad Bunny, Young Miko",Energetic
0.795,0.681,94.969,0.845,0.343,1.78e-05,DILUVIO,Rauw Alejandro,Happy
0.738,0.484,169.918,0.841,0.52,0.0,QLONA,"KAROL G, Peso Pluma",Energetic
0.8,0.234,143.978,0.652,0.143,0.629,WHERE SHE GOES,Bad Bunny,Energetic
0.706,0.686,140.017,0.863,0.143,4.43e-05,Coco Chanel,"Eladio Carrion, Bad Bunny",Happy
0.703,0.576,123.06,0.713,0.298,0.0,La Jumpa,"Arcángel, Bad Bunny",Happy
0.712,0.425,92.005,0.911,0.0901,2.68e-05,Me Porto Bonito,"Bad Bunny, Chencho Corleone",Energetic
0.616,0.451,103.071,0.797,0.762,0.000293,Andrea,"Bad Bunny, Buscabulla",Energetic
0.475,0.234,98.047,0.801,0.141,1.73e-05,Efecto,Bad Bunny,Sad
0.715,0.187,106.672,0.65,0.0993,0.000291,Tití Me Preguntó,Bad Bunny,Energetic
0.684,0.419,114.011,0.795,0.0225,0.0,Tarot,"Bad Bunny, JHAYCO",Energetic
0.786,0.579,196.12,0.663,0.229,0.0,La Corriente,"Bad Bunny, Tony Dize",Happy
0.707,0.317,127.963,0.771,0.389,0.0,MEMORIAS,"Mora, JHAYCO",Energetic
0.856,0.872,91.995,0.815,0.4,8.34e-05,Pa' Que Retozen,Tego Calderón,Happy
0.86,0.791,175.896,0.725,0.422,0.000284,Volví,"Aventura, Bad Bunny",Happy
0.688,0.632,153.979,0.659,0.207,0.0,Volando - Remix,"Mora, Bad Bunny, Sech",Happy
0.648,0.44,179.951,0.644,0.276,0.0,Yonaguni,Bad Bunny,Energetic
0.637,0.471,92.025,0.811,0.234,0.000572,TE MUDASTE,Bad Bunny,Energetic
0.618,0.391,81.993,0.856,0.0303,0.0,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Energetic
0.759,0.579,91.952,0.78,0.462,0.000868,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",Happy
0.573,0.145,109.928,0.731,0.401,5.22e-05,DÁKITI,"Bad Bunny, JHAYCO",Energetic
0.765,0.855,174.021,0.691,0.464,3.29e-06,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",Happy
0.829,0.685,96.172,0.607,0.0103,0.0,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Happy
0.848,0.761,179.87,0.685,0.0861,7.14e-06,La Difícil,Bad Bunny,Happy
0.791,0.887,92.023,0.86,0.169,0.000106,A Tu Merced,Bad Bunny,Happy
0.603,0.824,129.928,0.9,0.402,4.81e-06,Si Veo a Tu Mamá,Bad Bunny,Happy
0.801,0.81,93.992,0.762,0.2,7.04e-05,La Zona,Bad Bunny,Happy
0.758,0.453,97.014,0.86,0.021,6.54e-05,Yo Perreo Sola,Bad Bunny,Energetic
0.703,0.788,94.004,0.879,0.143,0.0,Fantasias,"Rauw Alejandro, Farruko",Happy
0.596,0.622,165.951,0.819,0.225,1.19e-06,Velitas,"Darell, Brytiago",Happy
0.646,0.429,176.088,0.756,0.152,1.81e-05,LA CANCIÓN,"J Balvin, Bad Bunny",Energetic
0.791,0.933,92.603,0.639,0.0275,0.0,QUE PRETENDES,"J Balvin, Bad Bunny",Happy
0.624,0.244,176.169,0.61,0.6,2.12e-06,Callaita,"Bad Bunny, Tainy",Energetic
0.689,0.746,97.963,0.882,0.39,0.00325,Con Altura,"ROSALÍA, J Balvin, El Guincho",Happy
0.647,0.553,95.982,0.857,0.391,1.2e-06,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Happy
0.86,0.656,93.989,0.737,0.11,1.94e-06,Con Calma,"Daddy Yankee, Snow",Happy
0.836,0.874,96.993,0.746,0.145,0.00291,Mayores,"Becky G, Bad Bunny",Happy
0.673,0.695,87.961,0.818,0.348,0.0,512,"Mora, JHAYCO",Happy
0.711,0.92,173.916,0.718,0.157,5.52e-05,Ay Vamos,J Balvin,Happy
0.701,0.785,175.95,0.73,0.132,0.0,Borro Cassette,Maluma,Happy
0.746,0.733,175.965,0.746,0.152,0.0,6 AM,"J Balvin, Farruko",Happy
0.681,0.676,140.006,0.807,0.423,0.0,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Happy
0.69,0.682,106.034,0.799,0.282,0.001,Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",Happy
0.812,0.724,87.864,0.683,0.161,0.000404,No Es Justo,"J Balvin, Zion & Lennox",Happy
0.598,0.543,83.836,0.55,0.132,2.58e-06,Una Vez,"Bad Bunny, Mora",Happy
0.761,0.906,168.022,0.714,0.139,0.00035,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Happy
0.617,0.682,168.021,0.713,0.122,0.0,Bandido,"Myke Towers, Juhn",Happy
0.675,0.961,79.31,0.627,0.125,0.0,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",Happy
0.706,0.443,88.863,0.635,0.256,0.0,EL MAKINON,"KAROL G, Mariah Angeliq",Energetic
0.766,0.442,130.001,0.762,0.00776,6.98e-05,Pepas,Farruko,Energetic
0.745,0.716,94.979,0.793,0.182,0.000189,ALMAS GEMELAS,Myke Towers,Happy
0.766,0.662,93.956,0.737,0.31,6.63e-06,Bichiyal,"Bad Bunny, Yaviah",Happy
0.703,0.138,169.888,0.639,0.0889,1.78e-06,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",Energetic
0.7,0.899,93.991,0.843,0.0934,0.0,MAMIII,"Becky G, KAROL G",Happy
0.694,0.511,90.02,0.869,0.356,0.00125,Desesperados,"Rauw Alejandro, Chencho Corleone",Happy
0.636,0.575,174.14,0.695,0.234,0.0,Te Felicito,"Shakira, Rauw Alejandro",Happy
0.903,0.607,78.293,0.564,0.356,0.0,Después de la Playa,Bad Bunny,Happy
0.674,0.292,99.968,0.804,0.294,1.18e-06,Moscow Mule,Bad Bunny,Energetic
0.584,0.724,115.018,0.849,0.0929,6.18e-06,Agosto,Bad Bunny,Happy
0.673,0.342,181.891,0.655,0.473,0.0,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Energetic
0.858,0.342,92.523,0.627,0.263,0.0,GATÚBELA,"KAROL G, Maldy",Energetic
0.694,0.298,95.0,0.703,0.436,5.8e-06,¿Qué Nos Pasó?,Anuel AA,Energetic
0.789,0.464,91.911,0.757,0.307,0.0,LA INOCENTE,"Mora, Feid",Energetic
0.739,0.425,179.879,0.704,0.328,1.93e-05,Sexo Virtual,Rauw Alejandro,Energetic
0.846,0.604,98.026,0.734,0.166,1.74e-06,Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",Happy
0.662,0.607,93.976,0.892,0.169,1.24e-06,Gato de Noche,"Ñengo Flow, Bad Bunny",Happy
0.479,0.559,169.922,0.812,0.213,1.21e-06,La Bebe - Remix,"Yng Lvcas, Peso Pluma",Neutral
0.892,0.916,97.008,0.791,0.0509,0.000355,QUEMA,"Ryan Castro, Peso Pluma, SOG",Happy
0.737,0.607,91.986,0.708,0.0739,0.00162,LALA,Myke Towers,Happy
0.711,0.934,102.984,0.822,0.179,1.46e-05,Lollipop,Darell,Happy
0.812,0.903,162.087,0.785,0.147,0.0,Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",Happy
0.794,0.796,92.998,0.843,0.226,1.22e-06,Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",Happy
0.769,0.931,167.969,0.771,0.18,1.57e-05,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",Happy
0.88,0.463,180.011,0.72,0.0562,0.06,BELLAKEO,"Peso Pluma, Anitta",Energetic
0.672,0.774,93.999,0.817,0.441,0.0,Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",Happy
0.543,0.359,98.992,0.898,0.343,0.000623,Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",Energetic
0.709,0.648,99.993,0.725,0.321,0.000189,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",Happy
0.766,0.594,96.037,0.88,0.0881,1.79e-05,Guay,"Ozuna, Bad Gyal",Happy
0.671,0.641,169.727,0.714,0.292,0.0,HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",Happy
0.617,0.486,173.97,0.703,0.215,6.11e-06,BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",Energetic
0.626,0.78,100.02,0.763,0.0859,0.225,SI NO ES CONTIGO,Cris Mj,Happy
0.499,0.669,99.986,0.791,0.446,2.41e-05,Gata Only,"FloyyMenor, Cris Mj",Neutral
0.476,0.578,129.992,0.793,0.132,0.0,ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",Neutral
0.71,0.523,92.009,0.535,0.428,0.0,Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",Happy
0.668,0.787,128.027,0.924,0.446,0.000594,Si Antes Te Hubiera Conocido,KAROL G,Happy
0.482,0.356,100.029,0.69,0.523,0.0004,NEL,Fuerza Regida,Sad
0.779,0.95,128.028,0.937,0.22,6.85e-05,Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",Happy
0.583,0.271,115.221,0.669,0.603,2.54e-06,Mejores Jordans,"Victor Mendivil, Oscar Maydon",Energetic
0.496,0.476,100.025,0.696,0.273,0.000397,APAGA EL CEL,"FloyyMenor, Lewis Somes",Sad
0.665,0.659,100.09,0.858,0.126,0.0,CLASSY 101,"Feid, Young Miko",Happy
0.86,0.446,100.019,0.774,0.131,0.0,LUNA,"Feid, ATL Jacob",Energetic
0.507,0.606,99.994,0.755,0.293,1.82e-05,TU TA RICA,"FloyyMenor, Lewis Somes",Happy
0.599,0.478,86.533,0.828,0.381,0.0,Parado no Bailão,"MC L da Vinte, MC Gury",Energetic
0.827,0.614,129.949,0.956,0.136,0.000259,Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",Happy
0.99,0.386,126.015,0.748,0.303,0.132,BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",Energetic
0.803,0.795,130.028,0.877,0.734,0.056,MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",Happy
0.413,0.679,130.078,0.92,0.504,0.0514,Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",Neutral
0.789,0.758,130.053,0.89,0.147,0.0,Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",Happy
0.427,0.443,80.492,0.492,0.364,0.00482,MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",Sad
0.669,0.843,130.05,0.949,0.36,0.000592,Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",Happy
0.687,0.839,117.008,0.778,0.578,0.0105,THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",Happy
0.955,0.713,130.068,0.679,0.000737,0.235,Louca Encubada,"Dj Samir, Rodricci, Launch13",Happy
0.582,0.892,84.917,0.615,0.269,6.55e-05,DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",Happy
0.96,0.586,130.118,0.863,0.497,0.00526,Tá OK,"DENNIS, MC Kevin o Chris",Happy
0.907,0.304,117.054,0.863,0.0683,0.000813,WHINE IN BRAZIL FUNK,Ichiss,Energetic
0.59,0.702,86.429,0.711,0.26,1.83e-06,TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",Happy
0.327,0.181,90.025,0.707,0.185,0.0148,Onlar Anlamaz Halden,Semicenk,Sad
